Anon Student Id	Session Id	Time	Problem Start Time	Problem Name	Level (Course)	Input	Condition Name	Condition Type	Condition Name	Condition Type	Action	Selection	KC (Topic)	KC (LO)	School	Class	CF (Exemplar Answer)	CF (Question Type)	CF (Original Due Date)	CF (Response Time)	CF (Completion Time)	CF (Experiment ID)	CF (Stage)	CF (Anon Teacher Id)	CF (Course)	CF (Question Id)	CF (Assignment Day)	Outcome
80	1192	1738931034377.728	1738930998502.728	This is a placeholder SHA question for LO14 Set5?	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 14	105	1	4	placeholder	Short Answer	1738940742801	35875	1738931043339.728	1	learning	102	AP Biology	spacing-1014-sha-105	W3D2	CORRECT
80	1192	1738931067273.728	1738931043339.728	This is a placeholder FIB question for LO10 Set4 with _____	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 10	104	1	4	placeholder	Fill in Blank	1738940742801	23934	1738931073722.728	1	learning	102	AP Biology	spacing-1010-fib-104	W3D2	INCORRECT
80	1192	1738931121169.728	1738931073722.728	This is a placeholder FIB question for LO21 Set2 with _____	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 21	102	1	4	placeholder	Fill in Blank	1738940742801	47447	1738931134529.728	1	learning	102	AP Biology	spacing-1021-fib-102	W3D2	CORRECT
80	1192	1738931184625.728	1738931134529.728	This is a placeholder MCQ question for LO23 Set2?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 23	102	1	4	a	Multiple Choice	1738940742801	50096	1738931197086.728	1	learning	102	AP Biology	spacing-1023-mcq-102	W3D2	CORRECT
80	1192	1738931249439.728	1738931197086.728	This is a placeholder SHA question for LO10 Set7?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 10	107	1	4	placeholder	Short Answer	1738940742801	52353	1738931260986.728	1	learning	102	AP Biology	spacing-1010-sha-107	W3D2	CORRECT
80	1192	1738931310983.728	1738931260986.728	This is a placeholder MCQ question for LO2 Set3?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 2	103	1	4	a	Multiple Choice	1738940742801	49997	1738931316490.728	1	learning	102	AP Biology	spacing-1002-mcq-103	W3D2	CORRECT
80	1192	1738931353522.728	1738931316490.728	This is a placeholder FIB question for LO11 Set6 with _____	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 11	106	1	4	placeholder	Fill in Blank	1738940742801	37032	1738931361558.728	1	learning	102	AP Biology	spacing-1011-fib-106	W3D2	INCORRECT
80	1192	1738931385286.728	1738931361558.728	This is a placeholder FIB question for LO7 Set3 with _____	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 7	103	1	4	placeholder	Fill in Blank	1738940742801	23728	1738931389618.728	1	learning	102	AP Biology	spacing-1007-fib-103	W3D2	CORRECT
80	1192	1738931433682.728	1738931389618.728	This is a placeholder TOF question for LO9 Set4?	AP Biology	true	wide	Standard Spacing	high	Question Variability	Select	true	Learning Objective 9	104	1	4	true	True or False	1738940742801	44064	1738931438163.728	1	learning	102	AP Biology	spacing-1009-tof-104	W3D2	CORRECT
80	1192	1738931504890.728	1738931438163.728	This is a placeholder MCQ question for LO4 Set4?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 4	104	1	4	a	Multiple Choice	1738940742801	66727	1738931522242.728	1	learning	102	AP Biology	spacing-1004-mcq-104	W3D2	CORRECT
80	1192	1738931576539.728	1738931522242.728	This is a placeholder SHA question for LO10 Set7?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 10	107	1	4	placeholder	Short Answer	1738940742801	54297	1738931582325.728	1	learning	102	AP Biology	spacing-1010-sha-107	W3D2	CORRECT
80	1192	1738931620733.728	1738931582325.728	This is a placeholder SHA question for LO12 Set6?	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 12	106	1	4	placeholder	Short Answer	1738940742801	38408	1738931628303.728	1	learning	102	AP Biology	spacing-1012-sha-106	W3D2	CORRECT
80	1192	1738931663124.728	1738931628303.728	This is a placeholder FIB question for LO10 Set1 with _____	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 10	101	1	4	placeholder	Fill in Blank	1738940742801	34821	1738931670133.728	1	learning	102	AP Biology	spacing-1010-fib-101	W3D2	CORRECT
80	1192	1738931729853.728	1738931670133.728	This is a placeholder SHA question for LO10 Set4?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 10	104	1	4	placeholder	Short Answer	1738940742801	59720	1738931747111.728	1	learning	102	AP Biology	spacing-1010-sha-104	W3D2	CORRECT
80	1192	1738931782752.728	1738931747111.728	This is a placeholder MCQ question for LO10 Set1?	AP Biology	a	narrow	Standard Spacing	high	Question Variability	Select	a	Learning Objective 10	101	1	4	a	Multiple Choice	1738940742801	35641	1738931792522.728	1	learning	102	AP Biology	spacing-1010-mcq-101	W3D2	CORRECT
80	1192	1738931840215.728	1738931792522.728	This is a placeholder SHA question for LO10 Set4?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 10	104	1	4	placeholder	Short Answer	1738940742801	47693	1738931854416.728	1	learning	102	AP Biology	spacing-1010-sha-104	W3D2	CORRECT
80	1192	1738931902396.728	1738931854416.728	This is a placeholder MCQ question for LO3 Set2?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 3	102	1	4	a	Multiple Choice	1738940742801	47980	1738931909475.728	1	learning	102	AP Biology	spacing-1003-mcq-102	W3D2	CORRECT
80	1192	1738931940276.728	1738931909475.728	This is a placeholder SHA question for LO10 Set1?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 10	101	1	4	placeholder	Short Answer	1738940742801	30801	1738931944726.728	1	learning	102	AP Biology	spacing-1010-sha-101	W3D2	CORRECT
80	1192	1738931981565.728	1738931944726.728	This is a placeholder SHA question for LO20 Set7?	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 20	107	1	4	placeholder	Short Answer	1738940742801	36839	1738931991834.728	1	learning	102	AP Biology	spacing-1020-sha-107	W3D2	CORRECT
80	1192	1738932019772.728	1738931991834.728	This is a placeholder MCQ question for LO10 Set7?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 10	107	1	4	a	Multiple Choice	1738940742801	27938	1738932025894.728	1	learning	102	AP Biology	spacing-1010-mcq-107	W3D2	INCORRECT
80	1192	1738932074969.728	1738932025894.728	This is a placeholder TOF question for LO10 Set6?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 10	106	1	4	true	True or False	1738940742801	49075	1738932086745.728	1	learning	102	AP Biology	spacing-1010-tof-106	W3D2	CORRECT
80	1192	1738932120909.728	1738932086745.728	This is a placeholder FIB question for LO10 Set6 with _____	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 10	106	1	4	placeholder	Fill in Blank	1738940742801	34164	1738932130162.728	1	learning	102	AP Biology	spacing-1010-fib-106	W3D2	INCORRECT
80	1192	1738932173141.728	1738932130162.728	This is a placeholder MCQ question for LO10 Set6?	AP Biology	a	narrow	Standard Spacing	high	Question Variability	Select	a	Learning Objective 10	106	1	4	a	Multiple Choice	1738940742801	42979	1738932180964.728	1	learning	102	AP Biology	spacing-1010-mcq-106	W3D2	CORRECT
80	1192	1738932222992.728	1738932180964.728	This is a placeholder MCQ question for LO8 Set7?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 8	107	1	4	a	Multiple Choice	1738940742801	42028	1738932231009.728	1	learning	102	AP Biology	spacing-1008-mcq-107	W3D2	CORRECT
80	1193	1739452139876.0095	1739452086064.0095	This is a placeholder SHA question for LO18 Set2?	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 18	102	1	4	placeholder	Short Answer	1739459142801	53812	1739452150577.0095	1	learning	102	AP Biology	spacing-1018-sha-102	W4D1	CORRECT
80	1193	1739452174705.0095	1739452150577.0095	This is a placeholder TOF question for LO18 Set2?	AP Biology	true	narrow	Standard Spacing	low	Question Variability	Select	true	Learning Objective 18	102	1	4	true	True or False	1739459142801	24128	1739452178271.0095	1	learning	102	AP Biology	spacing-1018-tof-102	W4D1	CORRECT
80	1193	1739452213014.0095	1739452178271.0095	This is a placeholder FIB question for LO18 Set2 with _____	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 18	102	1	4	placeholder	Fill in Blank	1739459142801	34743	1739452221090.0095	1	learning	102	AP Biology	spacing-1018-fib-102	W4D1	CORRECT
80	1193	1739452260716.0095	1739452221090.0095	This is a placeholder TOF question for LO21 Set1?	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 21	101	1	4	true	True or False	1739459142801	39626	1739452271351.0095	1	learning	102	AP Biology	spacing-1021-tof-101	W4D1	INCORRECT
80	1193	1739452310183.0095	1739452271351.0095	This is a placeholder FIB question for LO18 Set2 with _____	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 18	102	1	4	placeholder	Fill in Blank	1739459142801	38832	1739452317920.0095	1	learning	102	AP Biology	spacing-1018-fib-102	W4D1	INCORRECT
80	1193	1739452354618.0095	1739452317920.0095	This is a placeholder TOF question for LO8 Set7?	AP Biology	true	wide	Standard Spacing	low	Question Variability	Select	true	Learning Objective 8	107	1	4	true	True or False	1739459142801	36698	1739452360964.0095	1	learning	102	AP Biology	spacing-1008-tof-107	W4D1	CORRECT
80	1193	1739452398683.0095	1739452360964.0095	This is a placeholder SHA question for LO18 Set2?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 18	102	1	4	placeholder	Short Answer	1739459142801	37719	1739452407528.0095	1	learning	102	AP Biology	spacing-1018-sha-102	W4D1	INCORRECT
80	1193	1739452449415.0095	1739452407528.0095	This is a placeholder MCQ question for LO18 Set2?	AP Biology	a	narrow	Standard Spacing	low	Question Variability	Select	a	Learning Objective 18	102	1	4	a	Multiple Choice	1739459142801	41887	1739452457911.0095	1	learning	102	AP Biology	spacing-1018-mcq-102	W4D1	CORRECT
80	1193	1739452489158.0095	1739452457911.0095	This is a placeholder MCQ question for LO14 Set4?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 14	104	1	4	a	Multiple Choice	1739459142801	31247	1739452495435.0095	1	learning	102	AP Biology	spacing-1014-mcq-104	W4D1	CORRECT
80	1193	1739452552484.0095	1739452495435.0095	This is a placeholder TOF question for LO18 Set2?	AP Biology	true	narrow	Standard Spacing	low	Question Variability	Select	true	Learning Objective 18	102	1	4	true	True or False	1739459142801	57049	1739452566577.0095	1	learning	102	AP Biology	spacing-1018-tof-102	W4D1	CORRECT
80	1193	1739452608814.0095	1739452566577.0095	This is a placeholder SHA question for LO18 Set2?	AP Biology	incorrect answer	narrow	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 18	102	1	4	placeholder	Short Answer	1739459142801	42237	1739452613201.0095	1	learning	102	AP Biology	spacing-1018-sha-102	W4D1	INCORRECT
80	1193	1739452641011.0095	1739452613201.0095	This is a placeholder SHA question for LO4 Set4?	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 4	104	1	4	placeholder	Short Answer	1739459142801	27810	1739452647938.0095	1	learning	102	AP Biology	spacing-1004-sha-104	W4D1	CORRECT
80	1193	1739452678349.0095	1739452647938.0095	This is a placeholder TOF question for LO18 Set2?	AP Biology	true	narrow	Standard Spacing	low	Question Variability	Select	true	Learning Objective 18	102	1	4	true	True or False	1739459142801	30411	1739452683893.0095	1	learning	102	AP Biology	spacing-1018-tof-102	W4D1	CORRECT
80	1193	1739452733902.0095	1739452683893.0095	This is a placeholder MCQ question for LO9 Set7?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 9	107	1	4	a	Multiple Choice	1739459142801	50009	1739452742189.0095	1	learning	102	AP Biology	spacing-1009-mcq-107	W4D1	CORRECT
80	1193	1739452787858.0095	1739452742189.0095	This is a placeholder MCQ question for LO11 Set6?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 11	106	1	4	a	Multiple Choice	1739459142801	45669	1739452795742.0095	1	learning	102	AP Biology	spacing-1011-mcq-106	W4D1	CORRECT
80	1193	1739452834142.0095	1739452795742.0095	This is a placeholder FIB question for LO18 Set2 with _____	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 18	102	1	4	placeholder	Fill in Blank	1739459142801	38400	1739452842268.0095	1	learning	102	AP Biology	spacing-1018-fib-102	W4D1	CORRECT
80	1193	1739452882026.0095	1739452842268.0095	This is a placeholder SHA question for LO23 Set1?	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 23	101	1	4	placeholder	Short Answer	1739459142801	39758	1739452888020.0095	1	learning	102	AP Biology	spacing-1023-sha-101	W4D1	INCORRECT
80	1193	1739452916641.0095	1739452888020.0095	This is a placeholder TOF question for LO3 Set1?	AP Biology	true	wide	Standard Spacing	high	Question Variability	Select	true	Learning Objective 3	101	1	4	true	True or False	1739459142801	28621	1739452924541.0095	1	learning	102	AP Biology	spacing-1003-tof-101	W4D1	CORRECT
80	1193	1739452956058.0095	1739452924541.0095	This is a placeholder SHA question for LO18 Set2?	AP Biology	placeholder	narrow	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 18	102	1	4	placeholder	Short Answer	1739459142801	31517	1739452963102.0095	1	learning	102	AP Biology	spacing-1018-sha-102	W4D1	CORRECT
80	1193	1739453015707.0095	1739452963102.0095	This is a placeholder SHA question for LO7 Set3?	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 7	103	1	4	placeholder	Short Answer	1739459142801	52605	1739453021245.0095	1	learning	102	AP Biology	spacing-1007-sha-103	W4D1	CORRECT
80	1193	1739453050281.0095	1739453021245.0095	This is a placeholder FIB question for LO20 Set3 with _____	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 20	103	1	4	placeholder	Fill in Blank	1739459142801	29036	1739453055952.0095	1	learning	102	AP Biology	spacing-1020-fib-103	W4D1	CORRECT
80	1193	1739453104165.0095	1739453055952.0095	This is a placeholder TOF question for LO18 Set2?	AP Biology	true	narrow	Standard Spacing	low	Question Variability	Select	true	Learning Objective 18	102	1	4	true	True or False	1739459142801	48213	1739453110927.0095	1	learning	102	AP Biology	spacing-1018-tof-102	W4D1	CORRECT
80	1193	1739453166340.0095	1739453110927.0095	This is a placeholder TOF question for LO2 Set3?	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 2	103	1	4	true	True or False	1739459142801	55413	1739453179722.0095	1	learning	102	AP Biology	spacing-1002-tof-103	W4D1	INCORRECT
80	1193	1739453233090.0095	1739453179722.0095	This is a placeholder MCQ question for LO12 Set6?	AP Biology	a	wide	Standard Spacing	low	Question Variability	Select	a	Learning Objective 12	106	1	4	a	Multiple Choice	1739459142801	53368	1739453246199.0095	1	learning	102	AP Biology	spacing-1012-mcq-106	W4D1	CORRECT
80	1194	1739539432457.8027	1739539374275.8027	This is a placeholder FIB question for LO6 Set2 with _____	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 6	102	1	4	placeholder	Fill in Blank	1739545542801	58182	1739539442975.8027	1	learning	102	AP Biology	spacing-1006-fib-102	W4D2	INCORRECT
80	1194	1739539465490.8027	1739539442975.8027	This is a placeholder SHA question for LO6 Set2?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 6	102	1	4	placeholder	Short Answer	1739545542801	22515	1739539469958.8027	1	learning	102	AP Biology	spacing-1006-sha-102	W4D2	CORRECT
80	1194	1739539536397.8027	1739539469958.8027	This is a placeholder SHA question for LO4 Set4?	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 4	104	1	4	placeholder	Short Answer	1739545542801	66439	1739539553579.8027	1	learning	102	AP Biology	spacing-1004-sha-104	W4D2	CORRECT
80	1194	1739539600728.8027	1739539553579.8027	This is a placeholder FIB question for LO23 Set7 with _____	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 23	107	1	4	placeholder	Fill in Blank	1739545542801	47149	1739539610513.8027	1	learning	102	AP Biology	spacing-1023-fib-107	W4D2	INCORRECT
80	1194	1739539654996.8027	1739539610513.8027	This is a placeholder SHA question for LO9 Set2?	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 9	102	1	4	placeholder	Short Answer	1739545542801	44483	1739539660571.8027	1	learning	102	AP Biology	spacing-1009-sha-102	W4D2	CORRECT
80	1194	1739539702904.8027	1739539660571.8027	This is a placeholder SHA question for LO7 Set3?	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 7	103	1	4	placeholder	Short Answer	1739545542801	42333	1739539712783.8027	1	learning	102	AP Biology	spacing-1007-sha-103	W4D2	INCORRECT
80	1194	1739539778118.8027	1739539712783.8027	This is a placeholder MCQ question for LO21 Set3?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 21	103	1	4	a	Multiple Choice	1739545542801	65335	1739539794449.8027	1	learning	102	AP Biology	spacing-1021-mcq-103	W4D2	CORRECT
80	1194	1739539827883.8027	1739539794449.8027	This is a placeholder TOF question for LO6 Set4?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 6	104	1	4	true	True or False	1739545542801	33434	1739539832243.8027	1	learning	102	AP Biology	spacing-1006-tof-104	W4D2	INCORRECT
80	1194	1739539891691.8027	1739539832243.8027	This is a placeholder SHA question for LO6 Set4?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 6	104	1	4	placeholder	Short Answer	1739545542801	59448	1739539908472.8027	1	learning	102	AP Biology	spacing-1006-sha-104	W4D2	INCORRECT
80	1194	1739539950122.8027	1739539908472.8027	This is a placeholder MCQ question for LO6 Set1?	AP Biology	a	narrow	Standard Spacing	high	Question Variability	Select	a	Learning Objective 6	101	1	4	a	Multiple Choice	1739545542801	41650	1739539960638.8027	1	learning	102	AP Biology	spacing-1006-mcq-101	W4D2	CORRECT
80	1194	1739540011478.8027	1739539960638.8027	This is a placeholder TOF question for LO20 Set6?	AP Biology	true	wide	Standard Spacing	high	Question Variability	Select	true	Learning Objective 20	106	1	4	true	True or False	1739545542801	50840	1739540018582.8027	1	learning	102	AP Biology	spacing-1020-tof-106	W4D2	CORRECT
80	1194	1739540075117.8027	1739540018582.8027	This is a placeholder FIB question for LO8 Set7 with _____	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 8	107	1	4	placeholder	Fill in Blank	1739545542801	56535	1739540087870.8027	1	learning	102	AP Biology	spacing-1008-fib-107	W4D2	INCORRECT
80	1194	1739540120949.8027	1739540087870.8027	This is a placeholder MCQ question for LO3 Set7?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 3	107	1	4	a	Multiple Choice	1739545542801	33079	1739540129411.8027	1	learning	102	AP Biology	spacing-1003-mcq-107	W4D2	CORRECT
80	1194	1739540184597.8027	1739540129411.8027	This is a placeholder TOF question for LO6 Set7?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 6	107	1	4	true	True or False	1739545542801	55186	1739540194344.8027	1	learning	102	AP Biology	spacing-1006-tof-107	W4D2	INCORRECT
80	1194	1739540219198.8027	1739540194344.8027	This is a placeholder SHA question for LO11 Set6?	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 11	106	1	4	placeholder	Short Answer	1739545542801	24854	1739540225387.8027	1	learning	102	AP Biology	spacing-1011-sha-106	W4D2	CORRECT
80	1194	1739540269247.8027	1739540225387.8027	This is a placeholder SHA question for LO14 Set2?	AP Biology	incorrect answer	wide	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 14	102	1	4	placeholder	Short Answer	1739545542801	43860	1739540278509.8027	1	learning	102	AP Biology	spacing-1014-sha-102	W4D2	INCORRECT
80	1194	1739540320008.8027	1739540278509.8027	This is a placeholder SHA question for LO6 Set1?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 6	101	1	4	placeholder	Short Answer	1739545542801	41499	1739540331132.8027	1	learning	102	AP Biology	spacing-1006-sha-101	W4D2	CORRECT
80	1194	1739540378314.8027	1739540331132.8027	This is a placeholder TOF question for LO6 Set2?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 6	102	1	4	true	True or False	1739545542801	47182	1739540391141.8027	1	learning	102	AP Biology	spacing-1006-tof-102	W4D2	INCORRECT
80	1194	1739540438470.8027	1739540391141.8027	This is a placeholder TOF question for LO6 Set4?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 6	104	1	4	true	True or False	1739545542801	47329	1739540446171.8027	1	learning	102	AP Biology	spacing-1006-tof-104	W4D2	INCORRECT
80	1194	1739540498694.8027	1739540446171.8027	This is a placeholder FIB question for LO2 Set3 with _____	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 2	103	1	4	placeholder	Fill in Blank	1739545542801	52523	1739540507790.8027	1	learning	102	AP Biology	spacing-1002-fib-103	W4D2	CORRECT
80	1194	1739540563589.8027	1739540507790.8027	This is a placeholder SHA question for LO6 Set1?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 6	101	1	4	placeholder	Short Answer	1739545542801	55799	1739540573709.8027	1	learning	102	AP Biology	spacing-1006-sha-101	W4D2	CORRECT
80	1194	1739540638739.8027	1739540573709.8027	This is a placeholder FIB question for LO6 Set7 with _____	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 6	107	1	4	placeholder	Fill in Blank	1739545542801	65030	1739540651844.8027	1	learning	102	AP Biology	spacing-1006-fib-107	W4D2	INCORRECT
80	1194	1739540704648.8027	1739540651844.8027	This is a placeholder SHA question for LO6 Set7?	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 6	107	1	4	placeholder	Short Answer	1739545542801	52804	1739540717866.8027	1	learning	102	AP Biology	spacing-1006-sha-107	W4D2	CORRECT
80	1194	1739540762901.8027	1739540717866.8027	This is a placeholder MCQ question for LO12 Set6?	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 12	106	1	4	a	Multiple Choice	1739545542801	45035	1739540769927.8027	1	learning	102	AP Biology	spacing-1012-mcq-106	W4D2	INCORRECT
80	1195	1740057522851.136	1740057472532.136	This is a placeholder FIB question for LO12 Set6 with _____	AP Biology	incorrect answer	wide	Standard Spacing	low	Question Variability	Select	incorrect answer	Learning Objective 12	106	1	4	placeholder	Fill in Blank	1740063942801	50319	1740057535040.136	1	learning	102	AP Biology	spacing-1012-fib-106	W5D1	INCORRECT
80	1195	1740057585302.136	1740057535040.136	This is a placeholder TOF question for LO22 Set6?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 22	106	1	4	true	True or False	1740063942801	50262	1740057599948.136	1	learning	102	AP Biology	spacing-1022-tof-106	W5D1	CORRECT
80	1195	1740057625354.136	1740057599948.136	This is a placeholder SHA question for LO23 Set6?	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 23	106	1	4	placeholder	Short Answer	1740063942801	25406	1740057629152.136	1	learning	102	AP Biology	spacing-1023-sha-106	W5D1	CORRECT
80	1195	1740057686913.136	1740057629152.136	This is a placeholder FIB question for LO2 Set3 with _____	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 2	103	1	4	placeholder	Fill in Blank	1740063942801	57761	1740057702225.136	1	learning	102	AP Biology	spacing-1002-fib-103	W5D1	CORRECT
80	1195	1740057744569.136	1740057702225.136	This is a placeholder SHA question for LO11 Set6?	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 11	106	1	4	placeholder	Short Answer	1740063942801	42344	1740057755978.136	1	learning	102	AP Biology	spacing-1011-sha-106	W5D1	CORRECT
80	1195	1740057780544.136	1740057755978.136	This is a placeholder FIB question for LO22 Set6 with _____	AP Biology	placeholder	narrow	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 22	106	1	4	placeholder	Fill in Blank	1740063942801	24566	1740057784216.136	1	learning	102	AP Biology	spacing-1022-fib-106	W5D1	CORRECT
80	1195	1740057833428.136	1740057784216.136	This is a placeholder FIB question for LO20 Set5 with _____	AP Biology	placeholder	wide	Standard Spacing	high	Question Variability	Select	placeholder	Learning Objective 20	105	1	4	placeholder	Fill in Blank	1740063942801	49212	1740057842940.136	1	learning	102	AP Biology	spacing-1020-fib-105	W5D1	CORRECT
80	1195	1740057870328.136	1740057842940.136	This is a placeholder MCQ question for LO22 Set7?	AP Biology	a	narrow	Standard Spacing	high	Question Variability	Select	a	Learning Objective 22	107	1	4	a	Multiple Choice	1740063942801	27388	1740057873770.136	1	learning	102	AP Biology	spacing-1022-mcq-107	W5D1	CORRECT
80	1195	1740057918065.136	1740057873770.136	This is a placeholder FIB question for LO7 Set3 with _____	AP Biology	placeholder	wide	Standard Spacing	low	Question Variability	Select	placeholder	Learning Objective 7	103	1	4	placeholder	Fill in Blank	1740063942801	44295	1740057926416.136	1	learning	102	AP Biology	spacing-1007-fib-103	W5D1	CORRECT
80	1195	1740057981891.136	1740057926416.136	This is a placeholder MCQ question for LO22 Set6?	AP Biology	a	narrow	Standard Spacing	high	Question Variability	Select	a	Learning Objective 22	106	1	4	a	Multiple Choice	1740063942801	55475	1740057988782.136	1	learning	102	AP Biology	spacing-1022-mcq-106	W5D1	CORRECT
80	1195	1740058042677.136	1740057988782.136	This is a placeholder MCQ question for LO3 Set5?	AP Biology	a	wide	Standard Spacing	high	Question Variability	Select	a	Learning Objective 3	105	1	4	a	Multiple Choice	1740063942801	53895	1740058058628.136	1	learning	102	AP Biology	spacing-1003-mcq-105	W5D1	CORRECT
80	1195	1740058118884.136	1740058058628.136	This is a placeholder TOF question for LO22 Set7?	AP Biology	true	narrow	Standard Spacing	high	Question Variability	Select	true	Learning Objective 22	107	1	4	true	True or False	1740063942801	60256	1740058128305.136	1	learning	102	AP Biology	spacing-1022-tof-107	W5D1	CORRECT
80	1195	1740058191566.136	1740058128305.136	This is a placeholder MCQ question for LO22 Set2?	AP Biology	incorrect answer	narrow	Standard Spacing	high	Question Variability	Select	incorrect answer	Learning Objective 22	102	1	4	a	Multiple Choice	1740063942801	63261	1740058206198.136	1	learning	102	AP Biology	spacing-1022-mcq-102	W5D1	INCORRECT
